Product Title,URL,Price,Rating,Review Count
Corsair K95 RGB Platinum Mechanical Gaming Keyboard -  6x Programmable Macro Keys - USB Passthrough & Media Controls - Tactile & Quiet - Cherry MX Brown – RGB LED Backlit ,https://www.amazon.com/PLATINUM-Mechanical-Keyboard-Passthrough-Controls/dp/B01MS0I1ZK/ref=sr_1_116?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-116,$198.99,4.6 out of 5 stars,"5,381"
"RK ROYAL KLUDGE RK68 Plus Mechanical Keyboard, 2.4Ghz Wireless/Bluetooth/Wired Brown Switch 65% Gaming Keyboard, RGB Hot Swappable with Software for Win/Mac ",https://www.amazon.com/RK-ROYAL-KLUDGE-RK68-Plus/dp/B09DWF3FYB/ref=sr_1_117?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-117,$54.99,4.4 out of 5 stars,59
Razer BlackWidow V3 Pro Mechanical Wireless Gaming Keyboard: Green Mechanical Switches - Tactile & Clicky - Chroma RGB Lighting - Doubleshot ABS Keycaps - Transparent Switch Housing - Bluetooth/2.4GHz ,https://www.amazon.com/Razer-BlackWidow-Mechanical-Wireless-Keyboard/dp/B08FQTK1RW/ref=sr_1_118?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-118,$218.85,4.4 out of 5 stars,"1,595"
"Punkston TH61 60% Mechanical Gaming Keyboard,RGB Backlit Wired Ultra-Compact Mini Mechanical Keyboard Full Keys Programmable White (Optical Blue Switch) ",https://www.amazon.com/Punkston-TH61-Mechanical-Ultra-Compact-Programmable/dp/B08YJPZ71T/ref=sr_1_120?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-120,$42.99,4.6 out of 5 stars,"1,364"
"Durgod Taurus K320 TKL Mechanical Keyboard | 87 Keys Tenkeyless | USB C Wired | Doubleshot PBT Keycaps | Programmable Keys | NKRO Rollover | Windows & Mac | Cherry MX Silent Red, Space Grey ",https://www.amazon.com/Durgod-Taurus-Mechanical-Gaming-Keyboard/dp/B07QK16RDQ/ref=sr_1_121?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-121,$124.99,4.6 out of 5 stars,"2,805"
FIRSTBLOOD ONLY Game. AK35I Hot-Swappable Mechanical Keyboard – Brown Switches -Wired Gaming Keyboard – Blue-White Matching – White Backlit - Multimedia Keys ,https://www.amazon.com/FIRSTBLOOD-ONLY-AK35I-Hot-Swappable-Mechanical/dp/B09JSRKCTM/ref=sr_1_122?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-122,$64.99,4.5 out of 5 stars,31
"Magic-Refiner MK21 60% Wired Mechanical Compact PC Gaming Keyboard with Red Switch,RGB LED Backlit,OEM Dye Sublimation PBT Keycaps,12000DPI Lightweight Gaming Mouse,Mouse Pad for Computer/Laptop ",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A08586933T951UCRK0E44&url=%2FMagic-Refiner-Mechanical-Keyboard-Sublimation-Lightweight%2Fdp%2FB09YGVMNNF%2Fref%3Dsr_1_123_sspa%3Fkeywords%3DMechanical%2BKeyboard%26qid%3D1656137651%26sr%3D8-123-spons%26psc%3D1&qualifier=1656137651&id=6648007179216630&widgetName=sp_mtf,$57.99,,
CIY X77 Hot-Swappable Mechanical Keyboard/RGB Gaming Keyboard/USB C/Anti Ghosting/N-Key Rollover/Compact Layout 87 Key/Detachable Magnetic Upper Cover/Wired Keyboard for Mac Windows ,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A0183731137732275EMK7&url=%2FCIY-Hot-Swappable-Mechanical-Keyboard-Detachable%2Fdp%2FB09N6SHQCL%2Fref%3Dsr_1_124_sspa%3Fkeywords%3DMechanical%2BKeyboard%26qid%3D1656137651%26sr%3D8-124-spons%26psc%3D1&qualifier=1656137651&id=6648007179216630&widgetName=sp_mtf,$42.99,4.6 out of 5 stars,164
"RK ROYAL KLUDGE RK87 80% Mechanical Keyboard with USB Hub, 2.4G/BT5.0/Wired, Wireless Bluetooth Mechanical Keyboard 87 Keys, RGB Hot Swappable Gaming Keyboard with Software, Brown Switch, White ",https://www.amazon.com/RK-ROYAL-KLUDGE-Tenkeyless-Mechanical/dp/B09KMQLX2P/ref=sr_1_125?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-125,$64.99,4.5 out of 5 stars,68
"Gaming Keyboard and Mouse Combo,88 Keys Compact Rainbow Backlit Mechanical Feel Keyboard,RGB Lightweight Gaming Mouse ,Mouse Pad and Mouse Cable Holder for Windows PC Gamers (Black) ",https://www.amazon.com/Keyboard-Compact-Rainbow-Mechanical-Lightweight/dp/B09DFKN3FK/ref=sr_1_126?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-126,$33.99,,
